efibootmgr,
efivar,
fbset,
grub2,
kernel,
kexec-tools,"provides the kexec utility for booting kernels"
linux-firmware,
mactel-boot,
memtest86+,
shim-signed,"provides the signed binaries"
syslinux,
uboot-tools,
